language,serieId,setId,setName,cardNumber,cardId,cardName,reason
es,gym,gym1,Gym Heroes,45,gym1-45,Erika's Gloom,SERIE_MISSING
es,gym,gym1,Gym Heroes,14,gym1-14,Sabrina's Gengar,SERIE_MISSING
es,gym,gym1,Gym Heroes,82,gym1-82,Lt. Surge's Rattata,SERIE_MISSING
es,gym,gym1,Gym Heroes,20,gym1-20,Brock's Golem,SERIE_MISSING
es,gym,gym1,Gym Heroes,71,gym1-71,Brock's Sandshrew,SERIE_MISSING
es,gym,gym1,Gym Heroes,118,gym1-118,Secret Mission,SERIE_MISSING
es,gym,gym1,Gym Heroes,108,gym1-108,Cerulean City Gym,SERIE_MISSING
es,gym,gym1,Gym Heroes,61,gym1-61,Blaine's Charmander,SERIE_MISSING
es,gym,gym1,Gym Heroes,30,gym1-30,Misty's Goldeen,SERIE_MISSING
es,gym,gym1,Gym Heroes,92,gym1-92,Sabrina's Drowzee,SERIE_MISSING
es,gym,gym1,Gym Heroes,55,gym1-55,Misty's Seaking,SERIE_MISSING
es,gym,gym1,Gym Heroes,86,gym1-86,Misty's Horsea,SERIE_MISSING
es,gym,gym1,Gym Heroes,75,gym1-75,Erika's Bellsprout,SERIE_MISSING
es,gym,gym1,Gym Heroes,24,gym1-24,Brock's Zubat,SERIE_MISSING
es,gym,gym1,Gym Heroes,10,gym1-10,Misty's Tentacruel,SERIE_MISSING
es,gym,gym1,Gym Heroes,41,gym1-41,Brock's Lickitung,SERIE_MISSING
es,gym,gym1,Gym Heroes,128,gym1-128,Fire Energy,SERIE_MISSING
es,gym,gym1,Gym Heroes,51,gym1-51,Lt. Surge's Raticate,SERIE_MISSING
es,gym,gym1,Gym Heroes,34,gym1-34,Sabrina's Venomoth,SERIE_MISSING
es,gym,gym1,Gym Heroes,65,gym1-65,Blaine's Vulpix,SERIE_MISSING
es,gym,gym1,Gym Heroes,96,gym1-96,Sabrina's Venonat,SERIE_MISSING
es,gym,gym1,Gym Heroes,9,gym1-9,Misty's Seadra,SERIE_MISSING
es,gym,gym1,Gym Heroes,87,gym1-87,Misty's Poliwag,SERIE_MISSING
es,gym,gym1,Gym Heroes,74,gym1-74,Brock's Zubat,SERIE_MISSING
es,gym,gym1,Gym Heroes,25,gym1-25,Erika's Clefairy,SERIE_MISSING
es,gym,gym1,Gym Heroes,11,gym1-11,Rocket's Hitmonchan,SERIE_MISSING
es,gym,gym1,Gym Heroes,40,gym1-40,Brock's Graveler,SERIE_MISSING
es,gym,gym1,Gym Heroes,129,gym1-129,Grass Energy,SERIE_MISSING
es,gym,gym1,Gym Heroes,50,gym1-50,Lt. Surge's Magnemite,SERIE_MISSING
es,gym,gym1,Gym Heroes,35,gym1-35,Blaine's Growlithe,SERIE_MISSING
es,gym,gym1,Gym Heroes,64,gym1-64,Blaine's Tauros,SERIE_MISSING
es,gym,gym1,Gym Heroes,97,gym1-97,Blaine's Quiz #1,SERIE_MISSING
es,gym,gym1,Gym Heroes,8,gym1-8,Lt. Surge's Magneton,SERIE_MISSING
es,gym,gym1,Gym Heroes,44,gym1-44,Erika's Exeggutor,SERIE_MISSING
es,gym,gym1,Gym Heroes,15,gym1-15,Brock,SERIE_MISSING
es,gym,gym1,Gym Heroes,83,gym1-83,Lt. Surge's Spearow,SERIE_MISSING
es,gym,gym1,Gym Heroes,21,gym1-21,Brock's Onix,SERIE_MISSING
es,gym,gym1,Gym Heroes,70,gym1-70,Brock's Rhyhorn,SERIE_MISSING
es,gym,gym1,Gym Heroes,119,gym1-119,Tickling Machine,SERIE_MISSING
es,gym,gym1,Gym Heroes,109,gym1-109,Erika's Maids,SERIE_MISSING
es,gym,gym1,Gym Heroes,60,gym1-60,Sabrina's Slowbro,SERIE_MISSING
es,gym,gym1,Gym Heroes,31,gym1-31,Misty's Poliwrath,SERIE_MISSING
es,gym,gym1,Gym Heroes,93,gym1-93,Sabrina's Gastly,SERIE_MISSING
es,gym,gym1,Gym Heroes,54,gym1-54,Misty's Psyduck,SERIE_MISSING
es,gym,gym2,Gym Challenge,26,gym2-26,Koga's Muk,SERIE_MISSING
es,gym,gym2,Gym Challenge,77,gym2-77,Koga's Ekans,SERIE_MISSING
es,gym,gym2,Gym Challenge,84,gym2-84,Lt. Surge's Pikachu,SERIE_MISSING
es,gym,gym2,Gym Challenge,43,gym2-43,Giovanni's Meowth,SERIE_MISSING
es,gym,gym2,Gym Challenge,12,gym2-12,Misty's Golduck,SERIE_MISSING
es,gym,gym2,Gym Challenge,53,gym2-53,Lt. Surge's Raticate,SERIE_MISSING
es,gym,gym2,Gym Challenge,94,gym2-94,Sabrina's Abra,SERIE_MISSING
es,gym,gym2,Gym Challenge,67,gym2-67,Brock's Diglett,SERIE_MISSING
es,gym,gym2,Gym Challenge,36,gym2-36,Brock's Sandslash,SERIE_MISSING
es,gym,gym2,Gym Challenge,16,gym2-16,Sabrina's Alakazam,SERIE_MISSING
es,gym,gym2,Gym Challenge,47,gym2-47,Koga's Kakuna,SERIE_MISSING
es,gym,gym2,Gym Challenge,73,gym2-73,Giovanni's Magikarp,SERIE_MISSING
es,gym,gym2,Gym Challenge,22,gym2-22,Brock's Dugtrio,SERIE_MISSING
es,gym,gym2,Gym Challenge,80,gym2-80,Koga's Pidgey,SERIE_MISSING
es,gym,gym2,Gym Challenge,90,gym2-90,Misty's Psyduck,SERIE_MISSING
es,gym,gym2,Gym Challenge,32,gym2-32,Blaine's Dodrio,SERIE_MISSING
es,gym,gym2,Gym Challenge,63,gym2-63,Blaine's Mankey,SERIE_MISSING
es,gym,gym2,Gym Challenge,57,gym2-57,Sabrina's Jynx,SERIE_MISSING
es,gym,gym2,Gym Challenge,17,gym2-17,Blaine,SERIE_MISSING
es,gym,gym2,Gym Challenge,46,gym2-46,Koga's Golbat,SERIE_MISSING
es,gym,gym2,Gym Challenge,72,gym2-72,Giovanni's Machop,SERIE_MISSING
es,gym,gym2,Gym Challenge,23,gym2-23,Giovanni's Nidoqueen,SERIE_MISSING
es,gym,gym2,Gym Challenge,81,gym2-81,Koga's Tangela,SERIE_MISSING
es,gym,gym2,Gym Challenge,91,gym2-91,Misty's Seel,SERIE_MISSING
es,gym,gym2,Gym Challenge,33,gym2-33,Blaine's Rapidash,SERIE_MISSING
es,gym,gym2,Gym Challenge,62,gym2-62,Blaine's Growlithe,SERIE_MISSING
es,gym,gym2,Gym Challenge,56,gym2-56,Sabrina's Hypno,SERIE_MISSING
es,gym,gym2,Gym Challenge,27,gym2-27,Koga's Pidgeotto,SERIE_MISSING
es,gym,gym2,Gym Challenge,76,gym2-76,Giovanni's Nidoran♂,SERIE_MISSING
es,gym,gym2,Gym Challenge,85,gym2-85,Lt. Surge's Rattata,SERIE_MISSING
es,gym,gym2,Gym Challenge,42,gym2-42,Giovanni's Machoke,SERIE_MISSING
es,gym,gym2,Gym Challenge,13,gym2-13,Misty's Gyarados,SERIE_MISSING
es,gym,gym2,Gym Challenge,52,gym2-52,Lt. Surge's Electrode,SERIE_MISSING
es,gym,gym2,Gym Challenge,95,gym2-95,Sabrina's Drowzee,SERIE_MISSING
es,gym,gym2,Gym Challenge,66,gym2-66,Blaine's Vulpix,SERIE_MISSING
es,gym,gym2,Gym Challenge,37,gym2-37,Brock's Vulpix,SERIE_MISSING
es,gym,gym2,Gym Challenge,114,gym2-114,Fuchsia City Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,120,gym2-120,Rocket's Secret Experiment,SERIE_MISSING
es,gym,gym2,Gym Challenge,49,gym2-49,Koga's Pidgey,SERIE_MISSING
es,gym,gym2,Gym Challenge,18,gym2-18,Giovanni,SERIE_MISSING
es,gym,gym2,Gym Challenge,59,gym2-59,Sabrina's Mr. Mime,SERIE_MISSING
es,gym,gym2,Gym Challenge,1,gym2-1,Blaine's Arcanine,SERIE_MISSING
es,gym,gym2,Gym Challenge,130,gym2-130,Lightning Energy,SERIE_MISSING
es,gym,gym2,Gym Challenge,104,gym2-104,Giovanni,SERIE_MISSING
es,gym,gym2,Gym Challenge,124,gym2-124,Fervor,SERIE_MISSING
es,gym,gym2,Gym Challenge,110,gym2-110,Sabrina,SERIE_MISSING
es,gym,gym2,Gym Challenge,79,gym2-79,Koga's Koffing,SERIE_MISSING
es,gym,gym2,Gym Challenge,28,gym2-28,Lt. Surge's Jolteon,SERIE_MISSING
es,gym,gym2,Gym Challenge,38,gym2-38,Erika's Bellsprout,SERIE_MISSING
es,gym,gym2,Gym Challenge,69,gym2-69,Erika's Jigglypuff,SERIE_MISSING
es,gym,gym2,Gym Challenge,5,gym2-5,Giovanni's Gyarados,SERIE_MISSING
es,gym,gym2,Gym Challenge,100,gym2-100,Blaine,SERIE_MISSING
es,gym,gym2,Gym Challenge,125,gym2-125,Transparent Walls,SERIE_MISSING
es,gym,gym2,Gym Challenge,111,gym2-111,Blaine's Quiz #2,SERIE_MISSING
es,gym,gym2,Gym Challenge,78,gym2-78,Koga's Grimer,SERIE_MISSING
es,gym,gym2,Gym Challenge,29,gym2-29,Sabrina's Gengar,SERIE_MISSING
es,gym,gym2,Gym Challenge,39,gym2-39,Erika's Bulbasaur,SERIE_MISSING
es,gym,gym2,Gym Challenge,68,gym2-68,Brock's Geodude,SERIE_MISSING
es,gym,gym2,Gym Challenge,4,gym2-4,Erika's Venusaur,SERIE_MISSING
es,gym,gym2,Gym Challenge,101,gym2-101,Brock's Protection,SERIE_MISSING
es,gym,gym2,Gym Challenge,115,gym2-115,Koga's Ninja Trick,SERIE_MISSING
es,gym,gym2,Gym Challenge,121,gym2-121,Sabrina's Psychic Control,SERIE_MISSING
es,gym,gym2,Gym Challenge,48,gym2-48,Koga's Koffing,SERIE_MISSING
es,gym,gym2,Gym Challenge,19,gym2-19,Koga,SERIE_MISSING
es,gym,gym2,Gym Challenge,58,gym2-58,Sabrina's Kadabra,SERIE_MISSING
es,gym,gym2,Gym Challenge,131,gym2-131,Psychic Energy,SERIE_MISSING
es,gym,gym2,Gym Challenge,105,gym2-105,Giovanni's Last Resort,SERIE_MISSING
es,gym,gym2,Gym Challenge,126,gym2-126,Warp Point,SERIE_MISSING
es,gym,gym2,Gym Challenge,112,gym2-112,Blaine's Quiz #3,SERIE_MISSING
es,gym,gym2,Gym Challenge,88,gym2-88,Misty's Magikarp,SERIE_MISSING
es,gym,gym2,Gym Challenge,7,gym2-7,Giovanni's Nidoking,SERIE_MISSING
es,gym,gym2,Gym Challenge,98,gym2-98,Sabrina's Porygon,SERIE_MISSING
es,gym,gym2,Gym Challenge,102,gym2-102,Chaos Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,116,gym2-116,Master Ball,SERIE_MISSING
es,gym,gym2,Gym Challenge,122,gym2-122,Saffron City Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,3,gym2-3,Brock's Ninetales,SERIE_MISSING
es,gym,gym2,Gym Challenge,132,gym2-132,Water Energy,SERIE_MISSING
es,gym,gym2,Gym Challenge,106,gym2-106,Koga,SERIE_MISSING
es,gym,gym2,Gym Challenge,117,gym2-117,Max Revive,SERIE_MISSING
es,gym,gym2,Gym Challenge,123,gym2-123,Viridian City Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,2,gym2-2,Blaine's Charizard,SERIE_MISSING
es,gym,gym2,Gym Challenge,107,gym2-107,Lt. Surge's Secret Plan,SERIE_MISSING
es,gym,gym2,Gym Challenge,127,gym2-127,Fighting Energy,SERIE_MISSING
es,gym,gym2,Gym Challenge,113,gym2-113,Cinnabar City Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,89,gym2-89,Misty's Poliwag,SERIE_MISSING
es,gym,gym2,Gym Challenge,6,gym2-6,Giovanni's Machamp,SERIE_MISSING
es,gym,gym2,Gym Challenge,99,gym2-99,Sabrina's Psyduck,SERIE_MISSING
es,gym,gym2,Gym Challenge,103,gym2-103,Erika's Kindness,SERIE_MISSING
es,gym,gym2,Gym Challenge,45,gym2-45,Giovanni's Nidorino,SERIE_MISSING
es,gym,gym2,Gym Challenge,14,gym2-14,Rocket's Mewtwo,SERIE_MISSING
es,gym,gym2,Gym Challenge,82,gym2-82,Koga's Weedle,SERIE_MISSING
es,gym,gym2,Gym Challenge,20,gym2-20,Sabrina,SERIE_MISSING
es,gym,gym2,Gym Challenge,71,gym2-71,Erika's Paras,SERIE_MISSING
es,gym,gym2,Gym Challenge,118,gym2-118,Misty's Tears,SERIE_MISSING
es,gym,gym2,Gym Challenge,108,gym2-108,Misty's Wish,SERIE_MISSING
es,gym,gym2,Gym Challenge,61,gym2-61,Blaine's Doduo,SERIE_MISSING
es,gym,gym2,Gym Challenge,30,gym2-30,Sabrina's Golduck,SERIE_MISSING
es,gym,gym2,Gym Challenge,92,gym2-92,Misty's Staryu,SERIE_MISSING
es,gym,gym2,Gym Challenge,55,gym2-55,Sabrina's Haunter,SERIE_MISSING
es,gym,gym2,Gym Challenge,86,gym2-86,Lt. Surge's Voltorb,SERIE_MISSING
es,gym,gym2,Gym Challenge,75,gym2-75,Giovanni's Nidoran♀,SERIE_MISSING
es,gym,gym2,Gym Challenge,24,gym2-24,Giovanni's Pinsir,SERIE_MISSING
es,gym,gym2,Gym Challenge,10,gym2-10,Koga's Ditto,SERIE_MISSING
es,gym,gym2,Gym Challenge,41,gym2-41,Erika's Ivysaur,SERIE_MISSING
es,gym,gym2,Gym Challenge,128,gym2-128,Fire Energy,SERIE_MISSING
es,gym,gym2,Gym Challenge,51,gym2-51,Lt. Surge's Eevee,SERIE_MISSING
es,gym,gym2,Gym Challenge,34,gym2-34,Brock's Graveler,SERIE_MISSING
es,gym,gym2,Gym Challenge,65,gym2-65,Blaine's Rhyhorn,SERIE_MISSING
es,gym,gym2,Gym Challenge,96,gym2-96,Sabrina's Gastly,SERIE_MISSING
es,gym,gym2,Gym Challenge,9,gym2-9,Koga's Beedrill,SERIE_MISSING
es,gym,gym2,Gym Challenge,87,gym2-87,Misty's Horsea,SERIE_MISSING
es,gym,gym2,Gym Challenge,74,gym2-74,Giovanni's Meowth,SERIE_MISSING
es,gym,gym2,Gym Challenge,25,gym2-25,Koga's Arbok,SERIE_MISSING
es,gym,gym2,Gym Challenge,11,gym2-11,Lt. Surge's Raichu,SERIE_MISSING
es,gym,gym2,Gym Challenge,40,gym2-40,Erika's Clefairy,SERIE_MISSING
es,gym,gym2,Gym Challenge,129,gym2-129,Grass Energy,SERIE_MISSING
es,gym,gym2,Gym Challenge,50,gym2-50,Koga's Weezing,SERIE_MISSING
es,gym,gym2,Gym Challenge,35,gym2-35,Brock's Primeape,SERIE_MISSING
es,gym,gym2,Gym Challenge,64,gym2-64,Blaine's Ponyta,SERIE_MISSING
es,gym,gym2,Gym Challenge,97,gym2-97,Sabrina's Gastly,SERIE_MISSING
es,gym,gym2,Gym Challenge,8,gym2-8,Giovanni's Persian,SERIE_MISSING
es,gym,gym2,Gym Challenge,44,gym2-44,Giovanni's Nidorina,SERIE_MISSING
es,gym,gym2,Gym Challenge,15,gym2-15,Rocket's Zapdos,SERIE_MISSING
es,gym,gym2,Gym Challenge,83,gym2-83,Koga's Zubat,SERIE_MISSING
es,gym,gym2,Gym Challenge,21,gym2-21,Blaine's Ninetales,SERIE_MISSING
es,gym,gym2,Gym Challenge,70,gym2-70,Erika's Oddish,SERIE_MISSING
es,gym,gym2,Gym Challenge,119,gym2-119,Rocket's Minefield Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,109,gym2-109,Resistance Gym,SERIE_MISSING
es,gym,gym2,Gym Challenge,60,gym2-60,Blaine's Charmander,SERIE_MISSING
es,gym,gym2,Gym Challenge,31,gym2-31,Blaine's Charmeleon,SERIE_MISSING
es,gym,gym2,Gym Challenge,93,gym2-93,Sabrina's Abra,SERIE_MISSING
es,gym,gym2,Gym Challenge,54,gym2-54,Misty's Dewgong,SERIE_MISSING
es,neo,neo1,Neo Genesis,26,neo1-26,Aipom,SERIE_MISSING
es,neo,neo1,Neo Genesis,77,neo1-77,Sudowoodo,SERIE_MISSING
es,neo,neo1,Neo Genesis,84,neo1-84,Ecogym,SERIE_MISSING
es,neo,neo1,Neo Genesis,43,neo1-43,Phanpy,SERIE_MISSING
es,neo,neo1,Neo Genesis,12,neo1-12,Pichu,SERIE_MISSING
es,neo,neo1,Neo Genesis,53,neo1-53,Chikorita,SERIE_MISSING
es,neo,neo1,Neo Genesis,94,neo1-94,Miracle Berry,SERIE_MISSING
es,neo,neo1,Neo Genesis,67,neo1-67,Natu,SERIE_MISSING
es,neo,neo1,Neo Genesis,36,neo1-36,Gloom,SERIE_MISSING
es,neo,neo1,Neo Genesis,16,neo1-16,Togetic,SERIE_MISSING
es,neo,neo1,Neo Genesis,47,neo1-47,Quilava,SERIE_MISSING
es,neo,neo1,Neo Genesis,73,neo1-73,Slowpoke,SERIE_MISSING
es,neo,neo1,Neo Genesis,22,neo1-22,Elekid,SERIE_MISSING
es,neo,neo1,Neo Genesis,80,neo1-80,Totodile,SERIE_MISSING
es,neo,neo1,Neo Genesis,90,neo1-90,Time Capsule,SERIE_MISSING
es,neo,neo1,Neo Genesis,32,neo1-32,Croconaw,SERIE_MISSING
es,neo,neo1,Neo Genesis,63,neo1-63,Ledyba,SERIE_MISSING
es,neo,neo1,Neo Genesis,57,neo1-57,Cyndaquil,SERIE_MISSING
es,neo,neo1,Neo Genesis,17,neo1-17,Typhlosion,SERIE_MISSING
es,neo,neo1,Neo Genesis,46,neo1-46,Quilava,SERIE_MISSING
es,neo,neo1,Neo Genesis,72,neo1-72,Shuckle,SERIE_MISSING
es,neo,neo1,Neo Genesis,23,neo1-23,Magby,SERIE_MISSING
es,neo,neo1,Neo Genesis,81,neo1-81,Totodile,SERIE_MISSING
es,neo,neo1,Neo Genesis,91,neo1-91,Bill's Teleporter,SERIE_MISSING
es,neo,neo1,Neo Genesis,33,neo1-33,Electabuzz,SERIE_MISSING
es,neo,neo1,Neo Genesis,62,neo1-62,Horsea,SERIE_MISSING
es,neo,neo1,Neo Genesis,56,neo1-56,Cyndaquil,SERIE_MISSING
es,neo,neo1,Neo Genesis,27,neo1-27,Ariados,SERIE_MISSING
es,neo,neo1,Neo Genesis,76,neo1-76,Stantler,SERIE_MISSING
es,neo,neo1,Neo Genesis,85,neo1-85,Energy Charge,SERIE_MISSING
es,neo,neo1,Neo Genesis,42,neo1-42,Noctowl,SERIE_MISSING
es,neo,neo1,Neo Genesis,13,neo1-13,Skarmory,SERIE_MISSING
es,neo,neo1,Neo Genesis,52,neo1-52,Xatu,SERIE_MISSING
es,neo,neo1,Neo Genesis,95,neo1-95,New Pokédex,SERIE_MISSING
es,neo,neo1,Neo Genesis,66,neo1-66,Marill,SERIE_MISSING
es,neo,neo1,Neo Genesis,37,neo1-37,Granbull,SERIE_MISSING
es,neo,neo1,Neo Genesis,49,neo1-49,Skiploom,SERIE_MISSING
es,neo,neo1,Neo Genesis,18,neo1-18,Typhlosion,SERIE_MISSING
es,neo,neo1,Neo Genesis,59,neo1-59,Gligar,SERIE_MISSING
es,neo,neo1,Neo Genesis,1,neo1-1,Ampharos,SERIE_MISSING
es,neo,neo1,Neo Genesis,104,neo1-104,Darkness Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,110,neo1-110,Psychic Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,79,neo1-79,Swinub,SERIE_MISSING
es,neo,neo1,Neo Genesis,28,neo1-28,Bayleef,SERIE_MISSING
es,neo,neo1,Neo Genesis,38,neo1-38,Lanturn,SERIE_MISSING
es,neo,neo1,Neo Genesis,69,neo1-69,Onix,SERIE_MISSING
es,neo,neo1,Neo Genesis,5,neo1-5,Feraligatr,SERIE_MISSING
es,neo,neo1,Neo Genesis,100,neo1-100,Double Gust,SERIE_MISSING
es,neo,neo1,Neo Genesis,111,neo1-111,Water Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,78,neo1-78,Sunkern,SERIE_MISSING
es,neo,neo1,Neo Genesis,29,neo1-29,Bayleef,SERIE_MISSING
es,neo,neo1,Neo Genesis,39,neo1-39,Ledian,SERIE_MISSING
es,neo,neo1,Neo Genesis,68,neo1-68,Oddish,SERIE_MISSING
es,neo,neo1,Neo Genesis,4,neo1-4,Feraligatr,SERIE_MISSING
es,neo,neo1,Neo Genesis,101,neo1-101,Moo-Moo Milk,SERIE_MISSING
es,neo,neo1,Neo Genesis,48,neo1-48,Seadra,SERIE_MISSING
es,neo,neo1,Neo Genesis,19,neo1-19,Metal Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,58,neo1-58,Girafarig,SERIE_MISSING
es,neo,neo1,Neo Genesis,105,neo1-105,Recycle Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,88,neo1-88,PokéGear,SERIE_MISSING
es,neo,neo1,Neo Genesis,7,neo1-7,Jumpluff,SERIE_MISSING
es,neo,neo1,Neo Genesis,98,neo1-98,Super Scoop Up,SERIE_MISSING
es,neo,neo1,Neo Genesis,102,neo1-102,Pokémon March,SERIE_MISSING
es,neo,neo1,Neo Genesis,3,neo1-3,Bellossom,SERIE_MISSING
es,neo,neo1,Neo Genesis,106,neo1-106,Fighting Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,2,neo1-2,Azumarill,SERIE_MISSING
es,neo,neo1,Neo Genesis,107,neo1-107,Fire Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,89,neo1-89,Super Energy Retrieval,SERIE_MISSING
es,neo,neo1,Neo Genesis,6,neo1-6,Heracross,SERIE_MISSING
es,neo,neo1,Neo Genesis,99,neo1-99,Berry,SERIE_MISSING
es,neo,neo1,Neo Genesis,103,neo1-103,Super Rod,SERIE_MISSING
es,neo,neo1,Neo Genesis,45,neo1-45,Quagsire,SERIE_MISSING
es,neo,neo1,Neo Genesis,14,neo1-14,Slowking,SERIE_MISSING
es,neo,neo1,Neo Genesis,82,neo1-82,Wooper,SERIE_MISSING
es,neo,neo1,Neo Genesis,20,neo1-20,Cleffa,SERIE_MISSING
es,neo,neo1,Neo Genesis,71,neo1-71,Sentret,SERIE_MISSING
es,neo,neo1,Neo Genesis,108,neo1-108,Grass Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,61,neo1-61,Hoppip,SERIE_MISSING
es,neo,neo1,Neo Genesis,30,neo1-30,Clefairy,SERIE_MISSING
es,neo,neo1,Neo Genesis,92,neo1-92,Card-Flip Game,SERIE_MISSING
es,neo,neo1,Neo Genesis,55,neo1-55,Chinchou,SERIE_MISSING
es,neo,neo1,Neo Genesis,86,neo1-86,Focus Band,SERIE_MISSING
es,neo,neo1,Neo Genesis,75,neo1-75,Spinarak,SERIE_MISSING
es,neo,neo1,Neo Genesis,24,neo1-24,Murkrow,SERIE_MISSING
es,neo,neo1,Neo Genesis,10,neo1-10,Meganium,SERIE_MISSING
es,neo,neo1,Neo Genesis,41,neo1-41,Miltank,SERIE_MISSING
es,neo,neo1,Neo Genesis,51,neo1-51,Togepi,SERIE_MISSING
es,neo,neo1,Neo Genesis,34,neo1-34,Flaaffy,SERIE_MISSING
es,neo,neo1,Neo Genesis,65,neo1-65,Mareep,SERIE_MISSING
es,neo,neo1,Neo Genesis,96,neo1-96,Professor Elm,SERIE_MISSING
es,neo,neo1,Neo Genesis,9,neo1-9,Lugia,SERIE_MISSING
es,neo,neo1,Neo Genesis,87,neo1-87,Mary,SERIE_MISSING
es,neo,neo1,Neo Genesis,74,neo1-74,Snubbull,SERIE_MISSING
es,neo,neo1,Neo Genesis,25,neo1-25,Sneasel,SERIE_MISSING
es,neo,neo1,Neo Genesis,11,neo1-11,Meganium,SERIE_MISSING
es,neo,neo1,Neo Genesis,40,neo1-40,Magmar,SERIE_MISSING
es,neo,neo1,Neo Genesis,50,neo1-50,Sunflora,SERIE_MISSING
es,neo,neo1,Neo Genesis,35,neo1-35,Furret,SERIE_MISSING
es,neo,neo1,Neo Genesis,64,neo1-64,Mantine,SERIE_MISSING
es,neo,neo1,Neo Genesis,97,neo1-97,Sprout Tower,SERIE_MISSING
es,neo,neo1,Neo Genesis,8,neo1-8,Kingdra,SERIE_MISSING
es,neo,neo1,Neo Genesis,44,neo1-44,Piloswine,SERIE_MISSING
es,neo,neo1,Neo Genesis,15,neo1-15,Steelix,SERIE_MISSING
es,neo,neo1,Neo Genesis,83,neo1-83,Arcade Game,SERIE_MISSING
es,neo,neo1,Neo Genesis,21,neo1-21,Donphan,SERIE_MISSING
es,neo,neo1,Neo Genesis,70,neo1-70,Pikachu,SERIE_MISSING
es,neo,neo1,Neo Genesis,109,neo1-109,Lightning Energy,SERIE_MISSING
es,neo,neo1,Neo Genesis,60,neo1-60,Hoothoot,SERIE_MISSING
es,neo,neo1,Neo Genesis,31,neo1-31,Croconaw,SERIE_MISSING
es,neo,neo1,Neo Genesis,93,neo1-93,Gold Berry,SERIE_MISSING
es,neo,neo1,Neo Genesis,54,neo1-54,Chikorita,SERIE_MISSING
es,neo,neo2,Neo Discovery,26,neo2-26,Magnemite,SERIE_MISSING
es,neo,neo2,Neo Discovery,43,neo2-43,Omastar,SERIE_MISSING
es,neo,neo2,Neo Discovery,12,neo2-12,Tyranitar,SERIE_MISSING
es,neo,neo2,Neo Discovery,53,neo2-53,Caterpie,SERIE_MISSING
es,neo,neo2,Neo Discovery,67,neo2-67,Unown [E],SERIE_MISSING
es,neo,neo2,Neo Discovery,36,neo2-36,Yanma,SERIE_MISSING
es,neo,neo2,Neo Discovery,16,neo2-16,Wobbuffet,SERIE_MISSING
es,neo,neo2,Neo Discovery,47,neo2-47,Unown [D],SERIE_MISSING
es,neo,neo2,Neo Discovery,73,neo2-73,Hyper Devolution Spray,SERIE_MISSING
es,neo,neo2,Neo Discovery,22,neo2-22,Hitmontop,SERIE_MISSING
es,neo,neo2,Neo Discovery,32,neo2-32,Umbreon,SERIE_MISSING
es,neo,neo2,Neo Discovery,63,neo2-63,Sentret,SERIE_MISSING
es,neo,neo2,Neo Discovery,57,neo2-57,Larvitar,SERIE_MISSING
es,neo,neo2,Neo Discovery,17,neo2-17,Yanma,SERIE_MISSING
es,neo,neo2,Neo Discovery,46,neo2-46,Scyther,SERIE_MISSING
es,neo,neo2,Neo Discovery,72,neo2-72,Fossil Egg,SERIE_MISSING
es,neo,neo2,Neo Discovery,23,neo2-23,Houndoom,SERIE_MISSING
es,neo,neo2,Neo Discovery,33,neo2-33,Unown [A],SERIE_MISSING
es,neo,neo2,Neo Discovery,62,neo2-62,Poliwag,SERIE_MISSING
es,neo,neo2,Neo Discovery,56,neo2-56,Kabuto,SERIE_MISSING
es,neo,neo2,Neo Discovery,27,neo2-27,Politoed,SERIE_MISSING
es,neo,neo2,Neo Discovery,42,neo2-42,Metapod,SERIE_MISSING
es,neo,neo2,Neo Discovery,13,neo2-13,Umbreon,SERIE_MISSING
es,neo,neo2,Neo Discovery,52,neo2-52,Xatu,SERIE_MISSING
es,neo,neo2,Neo Discovery,66,neo2-66,Tyrogue,SERIE_MISSING
es,neo,neo2,Neo Discovery,37,neo2-37,Corsola,SERIE_MISSING
es,neo,neo2,Neo Discovery,49,neo2-49,Unown [M],SERIE_MISSING
es,neo,neo2,Neo Discovery,18,neo2-18,Beedrill,SERIE_MISSING
es,neo,neo2,Neo Discovery,59,neo2-59,Natu,SERIE_MISSING
es,neo,neo2,Neo Discovery,1,neo2-1,Espeon,SERIE_MISSING
es,neo,neo2,Neo Discovery,28,neo2-28,Poliwrath,SERIE_MISSING
es,neo,neo2,Neo Discovery,38,neo2-38,Eevee,SERIE_MISSING
es,neo,neo2,Neo Discovery,69,neo2-69,Unown [O],SERIE_MISSING
es,neo,neo2,Neo Discovery,5,neo2-5,Houndour,SERIE_MISSING
es,neo,neo2,Neo Discovery,29,neo2-29,Scizor,SERIE_MISSING
